IZP,HT40,936.476,3167.572,609.463,1100
IZP,T24,1023.553,3181.748,613.517,1100
IZP,T25,1031.247,3179.395,613.489,1100
IZP,DR0,916.083,3105.966,620.238,1100
IZP,HT6,920.467,3144.421,609.157,1100
IZP,KV63,924.511,3185.047,610.893,1100
IZP,GES,915.870,3105.019,617.064,1100
IZP,A3,1028.725,3260.189,610.172,1100
IZP,NTR,1035.996,3130.128,616.224,1100
IZP,RGT2,976.804,3242.812,609.725,1100
IZP,D1.2,936.821,3207.741,609.812,1100
IZP,D1.3P,943.257,3143.382,609.774,1100
IZP,D1.1,968.583,3207.722,609.895,1100
IZP,KX21,1139.940,3172.408,609.082,1100
IZP,K25,1042.047,3156.734,609.566,1100
IZP,KRCT1,1032.455,3156.731,609.626,1100
IZP,HT2,1003.415,3221.747,609.553,1100
IZP,T19,994.304,3210.232,609.982,1100
IZP,T22,993.744,3207.934,610.018,1100
IZP,M1,1121.908,3392.505,614.787,1100
IZP,W7,1083.831,3082.420,609.615,1100
IZP,M1E,1140.046,3172.493,610.584,1100
IZP,V48,1081.249,3212.753,609.844,1100
IZP,N60,1088.496,3192.833,609.254,1100
IZP,V61,943.999,3174.766,609.945,1100
IZP,T21,986.483,3210.290,609.994,1100
IZP,CM08,985.080,3253.576,611.099,1100
IZP,MT27,1048.472,3144.728,611.165,1100
IZP,T12,1093.764,3302.993,609.794,1100
IZP,V22,1036.739,3303.742,609.246,1100
IZP,HT19,1081.400,3383.097,609.858,1100
IZP,K92,997.661,3536.238,610.772,1100
IZP,F38,937.163,3284.740,609.518,1100
IZP,F39,949.165,3275.741,609.664,1100
IZP,ERX1,969.302,3222.476,609.946,1100
IZP,HT3,1015.005,3222.139,609.778,1100
IZP,HT4,1015.014,3213.250,609.797,1100
IZP,V58,944.046,3159.038,609.642,1100
IZP,V57,937.255,3168.020,609.703,1100
IZP,ZA11.1,936.493,3227.081,609.784,1100
IZP,S1,948.517,3222.165,609.870,1100
IZP,RX110,1147.887,3233.427,609.840,1100
IZP,D4.5,976.011,3258.401,609.876,1100
IZP,F33,936.515,3275.887,609.771,1100
IZP,F32,936.510,3285.063,609.679,1100
IZP,F31,936.508,3293.984,609.669,1100
IZP,F30M30,936.502,3299.889,610.904,1100
IZP,F29,936.505,3306.016,609.687,1100
IZP,F28,936.497,3313.509,609.570,1100
IZP,F27,936.493,3319.527,609.486,1100
IZP,F15,948.511,3336.154,609.446,1100
IZP,ZA10.4,936.485,3349.654,609.600,1100
IZP,A43,919.794,3323.781,609.428,1100
IZP,A1v,918.514,3221.291,609.757,1100
IZP,F30,936.499,3299.996,609.660,1100
IZP,FF05,949.089,3293.722,609.703,1100
IZP,HT1,1003.417,3213.528,609.535,1100
IZP,F23,936.893,3306.559,609.560,1100
IZP,ME0,970.992,3374.286,608.568,1100
IZP,ME3,947.541,3398.936,608.544,1100
IZP,H2,949.197,3327.523,609.422,1100
IZP,HT10,970.250,3378.685,609.843,1100
IZP,HT13,1014.998,3383.123,609.868,1100
IZP,HT11,954.242,3363.758,609.850,1100
IZP,F17,936.889,3320.029,609.611,1100
IZP,J1,921.823,3402.512,609.578,1100
IZP,K91,973.357,3434.131,609.567,1100
IZP,P01,1036.394,3418.489,609.600,1100
IZP,RX8,1112.500,3222.473,609.700,1100
IZP,M4,1026.292,3416.293,608.638,1100
IZP,D3,929.684,3245.278,608.584,1100
IZP,L7,1093.831,3267.406,609.247,1100
IZP,RXBET,1036.818,3226.782,609.377,1100
IZP,RXBET1,1045.809,3227.461,609.632,1100
IZP,F40,948.515,3266.841,609.673,1100
IZP,KX7,1141.489,3353.904,610.115,1100
IZP,NUR4,1141.493,3353.907,609.987,1100
IZP,T6,1093.402,3367.969,609.816,1100
IZP,HT23,1124.933,3390.248,609.054,1100
IZP,KX6,1140.930,3269.909,610.192,1100
IZP,HT30,1053.109,3411.791,609.865,1100
IZP,V2ZA74,972.975,3409.441,609.708,1100
IZP,ZAZME32,946.000,3399.839,608.318,1100
IZP,ME32,928.141,3398.997,608.577,1100
IZP,BP2,953.649,3370.284,609.450,1100
IZP,TBN0,989.559,3318.264,609.018,1100
IZP,GT5,969.176,3306.538,610.006,1100
IZP,GT4,968.503,3305.980,609.713,1100
IZP,F16,948.825,3327.524,609.696,1100
IZP,Y4,948.497,3327.202,609.605,1100
IZP,F24,948.706,3306.533,609.376,1100
IZP,V2,885.523,3353.632,611.346,1100
IZP,ZA10.3,936.500,3336.100,609.582,1100
IZP,F20,935.917,3335.177,607.718,1100
IZP,F18,935.899,3320.605,607.730,1100
IZP,T18,926.925,3323.929,609.432,1100
IZP,E1E,1025.607,3375.921,610.277,1100
IZP,D42,975.987,3275.891,609.813,1100
IZP,Y5,948.587,3285.551,609.188,1100
IZP,A01,916.362,3111.208,614.737,1100
IZP,A02,966.336,3110.356,614.727,1100
IZP,F8F,930.519,3270.424,609.844,1100
IZP,M5,1027.102,3416.396,608.636,1100
IZP,T27,929.575,3155.615,609.944,1100
IZP,T5,1093.345,3367.892,609.847,1100
